ec,lex,ls,sp,pfm,vbs,vbe,nme,prs,vt,ps,nu,gn,st,form
1,"FB<[",0,1,1,0,1,1,0,4,0,0,0,0,"!!FB<[/:c"
1,"<ML=/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"<ML=/:a"
1,"NXL[",0,1,1,6,1,1,0,4,0,0,0,0,"!!]HT]NXL[/"
2,"XRM[",0,1,1,2,7,0,8,3,2,3,2,-1,"!!]H]XR&JM[W+H"
1,"MXQR/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"MXQR/J"
1,"JR>[",0,1,1,0,1,1,0,4,0,0,0,0,"!!(JR>[/:c"
1,">LWN===/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,">LWN===/"
3,"LQX[",0,1,7,6,1,3,0,6,0,1,1,0,"!M!](HT]LQX[/T"
1,"TWRH/",0,2,-1,-1,-1,3,0,-1,-1,1,1,1,"TWR(H/T:c"
1,"<LH[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]<LH["
2,"CWB[",0,1,4,2,1,0,0,1,1,1,0,-1,"!>!](H]CWB["
1,">LHJM/",0,2,-1,-1,-1,5,3,-1,-1,3,2,2,">L&WH(J(M/J+(J"
3,"<YB[",0,1,2,6,1,0,0,1,3,1,2,-1,"!J!](HT]<YB["
2,"XBR=[",0,1,4,2,18,0,0,1,1,1,0,-1,"!>!](H]XB&JR=[H="
1,"XNP/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"XNP/JM"
2,"XRPH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"XRP(H/WT:c"
2,"RBH[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]RBH["
2,"<RB===[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!<RB===["
2,"HLM[",0,1,2,0,1,0,2,1,3,1,2,-1,"!J!HLM[+NJ"
1,"TNWBH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"TNWB(H/(WT"
2,"LWN[",0,1,2,2,7,0,0,1,3,3,2,-1,"!J!](H]LWN[W"
2,"CR/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"CR&R/+K="
2,"YN<[",0,1,1,2,1,1,0,5,0,0,0,2,"!!]H]YN<[/:a"
2,"TQP/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"TQP/"
1,"XZH=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"XZH=/:a"
1,"JJN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"JJN/:a"
2,"N<RH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"N<R(H/WT:c"
2,"QL<=[",0,1,0,0,1,0,0,2,3,1,2,-1,"QL<=["
2,"KX/",0,2,-1,-1,-1,1,13,-1,-1,1,2,2,"KX/+M"
2,"YW>R/",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"YW>R/+J"
2,"HLJK/",0,2,-1,-1,-1,5,3,-1,-1,3,2,2,"HLJK/J+(J"
1,"NPL[",0,1,5,0,18,0,0,1,1,3,0,-1,"!N!(NPL[H="
2,">RBWT/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,">RBWT/"
1,"<BR[",0,1,0,0,1,0,6,2,3,1,2,-1,"<BR[+W"
2,"<WR[",0,1,3,1,7,0,0,1,2,3,2,-1,"!T!<(WR&R[W:d"
2,"VMH[",0,1,0,3,10,0,0,2,1,3,0,-1,"]N]VM(H&J[NW"
2,"DMH[",0,1,0,1,7,0,0,2,3,3,0,-1,"DM(H[W:d"
2,"BY<[",0,1,0,0,1,1,0,6,0,1,2,0,"BY<[/"
3,"QNH[",0,1,0,0,1,1,0,6,0,1,2,2,"Q&WNH[/:a"
1,"YLL=[",0,1,8,0,15,0,0,1,3,3,1,-1,"!T=!YL(L=[NH"
1,"BGD/",0,2,-1,-1,-1,5,3,-1,-1,3,2,2,"BGD/J+(J"
1,"MN<[",0,1,0,0,1,0,4,2,3,1,2,-1,"MN<[+K"
2,"SWD/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"SWD/"
2,"XWC[",0,1,4,2,18,0,0,1,1,1,0,-1,"!>!](H]X(W&JC[H="
2,"MSKH==/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"MSK(H==/H"
1,"C>L[",0,1,0,0,1,0,0,2,3,1,2,-1,"C>L["
2,"<DWT/",0,2,-1,-1,-1,12,4,-1,-1,3,1,2,"<DW(T/(WTJ+K"
1,"MRD[",0,1,0,0,1,4,0,6,0,3,2,2,"MRD[/JM"
2,"R</",0,13,-1,-1,-1,5,0,-1,-1,3,2,1,"R</J"
2,"CWNMJ/",-2,13,-1,-1,-1,3,0,-1,-1,1,1,0,"C(WNMJ/T"
1,"JG>L/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"JG>L/"
1,"YXQ[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!YXQ[:d"
1,"MCL[",0,1,0,0,7,0,0,2,3,3,0,-1,"MCL[W"
2,"Z<Q[",0,1,0,0,2,0,0,2,3,1,1,-1,"Z<Q[H"
2,"RXB=/",0,2,-1,-1,-1,1,16,-1,-1,1,2,2,"RXB=/+N"
1,"JQB/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"JQB/:a"
2,"CBT[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!CBT["
1,"<JPH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"<JP(H/H"
1,"<WN/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"<WN/+K="
2,"MRR[",0,1,0,0,1,0,0,2,3,1,2,-1,"MR(R["
3,">SR[",0,1,0,0,10,0,7,2,1,3,0,-1,">SR[N(W+HW"
1,"BXR[",0,1,0,0,1,1,0,6,0,1,2,0,"BXR[/"
2,"TMM[",0,1,1,2,1,1,4,4,0,0,0,2,"!!]H]TM(M[/+K"
2,"PTWX/",0,2,-1,-1,-1,1,8,-1,-1,1,2,2,"PT(WX/+H"
3,"GJLNJ/",-2,13,-1,-1,-1,1,0,-1,-1,1,2,0,"GJLNJ/"
1,"JCW<H/",0,2,-1,-1,-1,3,9,-1,-1,1,1,2,"JCW<(H/T+NW"
2,"JRC[",0,1,1,2,1,1,0,5,0,0,0,2,"!!]H](J&WR&JC[/:a"
2,"N<RH==/",0,3,-1,-1,-1,9,-1,-1,-1,1,1,0,"N<R(H==/T~H"
1,"F<JR===/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"F<JR===/"
1,"BN/",0,2,-1,-1,-1,5,9,-1,-1,3,2,2,"BN/J+NW"
2,"MLV[",0,1,5,3,1,0,0,1,1,3,0,-1,"!N!](N]MLV["
2,"J<D[",0,1,2,2,1,0,2,1,3,1,2,-1,"!J!](H](J&W<D[~N+(NJ"
1,"NYR[",0,1,0,0,7,0,0,2,3,3,0,-1,"NYR[W"
2,"CLWH/",0,2,-1,-1,-1,3,0,-1,-1,1,1,1,"CLW(H/T:c"
2,"BRR[",0,1,1,0,1,1,13,4,0,0,0,2,"!!BR(R[/+M"
2,"RWMH=/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"RWMH=/"
1,"<Y/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"<Y/JM"
1,"DM/",0,2,-1,-1,-1,1,8,-1,-1,1,2,2,"DM/+H"
2,"BQ<[",0,1,6,3,1,1,0,4,0,0,0,0,"!H!](N]BQ<[/"
1,"QWM[",0,1,1,0,7,0,0,3,2,3,2,-1,"!!Q(WM[W"
2,"RQD[",0,1,7,1,1,2,0,6,0,1,1,2,"!M!RQD[/H:d"
1,"RXQ[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H]RX&JQ["
1,"RYWN/",0,2,-1,-1,-1,1,10,-1,-1,1,2,2,"RY(WN/+KM"
2,"F<RH==/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"F<R(H==/H"
2,"XZQ[",0,1,5,6,18,0,0,1,1,3,0,-1,"!N!](HT]XZQ[H="
2,"PSX=/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"PSX=/"
1,"GWR[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!G(WR["
2,"MC<NT/",0,2,-1,-1,-1,6,13,-1,-1,3,1,2,"MC<N(T/(WT+M"
2,"NQJQ/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"NQJQ/:c"
1,"JXJD/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"JXJD/"
1,">MR/",0,2,-1,-1,-1,5,10,-1,-1,3,2,2,">MR/J+KM"
1,"GML[",0,1,0,0,1,1,0,6,0,1,2,0,"GML[/"
1,"NCQ/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"NCQ/"
2,"MZMH/",0,2,-1,-1,-1,3,0,-1,-1,1,1,0,"MZM(H/T&H"
2,"QR<[",0,1,1,0,1,1,3,4,0,0,0,2,"!!QR<[/+J"
3,"MCJZB>L/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"MCJZB>L/"
2,"MWC[",0,1,3,0,1,0,0,1,2,1,2,-1,"!T!M(WC["
2,"Z<M[",0,1,0,0,1,1,0,62,0,1,2,1,"Z<&WM[/:pc"
1,"R<H[",0,1,1,0,1,0,13,3,2,1,2,-1,"!!R<(H[+M"
1,"<RLH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"<RL(H/H"
1,"XJ/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"XJ/JM"
1,"JD/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"JD/WT:c"
2,"<RM=[",0,1,1,0,1,1,13,4,0,0,0,2,"!!<RM=[/+M"
2,">DJR/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,">D(JR/JM"
1,"QR<[",0,1,3,0,1,0,0,1,2,1,2,-1,"!T!QR<["
2,"KBWD/",0,2,-1,-1,-1,1,0,-1,-1,1,0,1,"KB(WD/:c"
3,"TW<BH/",0,2,-1,-1,-1,12,15,-1,-1,3,1,2,"TW<B(H/WTJ+HN"
1,"QR>[",0,1,8,0,15,0,0,1,3,3,1,-1,"!T=!QR>[NH"
2,"NBL===/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"NBL===/"
2,"JCB[",0,1,1,2,1,1,0,4,0,0,0,1,"!!]H](J&WC&JB[/~J"
3,"<WN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"<W&WN/:a"
2,"JTR/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"JTR/+W"
3,">MN[",0,1,0,3,1,5,0,6,0,3,2,1,"]N]>MN[/J"
1,"HWC</",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"HWC</"
1,"NTN[",0,1,0,0,6,0,5,2,1,1,0,-1,"NT(N[TJ+K="
2,"STM[",0,1,0,0,1,1,0,62,0,1,2,2,"STM[/:pa"
2,"LDH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"LD(H/H"
1,"NTN[",0,1,3,0,1,0,13,1,2,1,2,-1,"!T!(NTN[+M"
1,"MCTH/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"MCTH/:a"
1,"ZBWLN/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"ZB(WL&WN/"
1,"DBR[",-1,1,1,1,1,1,0,4,0,0,0,0,"!!DBR[/:d"
1,"LQV[",0,1,0,1,2,0,0,2,3,1,1,-1,"LQV[H:d"
2,"BYQT/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"BYQT/"
2,"MWT[",0,1,4,0,18,0,0,1,1,1,0,-1,"!>!MWT[H="
1,"ML>=/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"ML&W>=/+W"
1,"MFWF/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"MFWF/:c"
1,"QCH[",0,1,0,2,3,0,0,2,2,1,2,-1,"]H]QC(H&J[T"
2,"CHM=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"CHM=/"
2,"PTX[",0,1,5,0,18,0,0,1,1,3,0,-1,"!N!PTX[H="
1,"NTN[",0,1,4,0,1,0,5,1,1,1,0,-1,"!>!(NTN[+K="
2,"<DW>/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"<D(W>/"
1,"DRK/",-3,2,-1,-1,-1,1,0,-1,-1,1,0,0,"DRK/"
1,">JLM/",0,2,-1,-1,-1,5,6,-1,-1,3,2,2,">JLM/(J+W"
1,"TK/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"TK/"
2,"QRB[",0,1,1,1,7,0,0,3,2,3,2,-1,"!!QRB[W:d"
2,"BVX[",0,1,8,0,7,0,0,1,3,3,1,-1,"!T=!BVX[W"
2,"MYWDH==/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"MYWD(H==/H"
1,"BQCH/",0,2,-1,-1,-1,3,5,-1,-1,1,1,2,"BQC(H/T+K="
2,"JSD[",0,1,0,0,1,1,6,6,0,1,2,2,"JSD[/+W"
2,"MNWXH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"MN(WX(H/H"
2,"<M",0,5,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,"<M+K"
1,"<BD[",0,1,1,0,7,0,7,3,2,3,2,-1,"!!<BD[(W+HW"
1,"GRH=/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"GR(H=/H"
2,"LKJC/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"LKJC/"
1,"R<M[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H]R<&JM["
1,"BRK[",0,1,1,1,1,1,0,5,0,0,0,2,"!!BRK[/:da"
2,"CJC/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"CJC/:a"
2,"<LH[",0,1,1,2,1,1,0,5,0,0,0,2,"!!]H]<LH[/:a"
2,">MH=/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,">MH=/(W(T"
2,"JJN/",0,2,-1,-1,-1,1,8,-1,-1,1,2,2,"JJN/+H"
1,"NHR/",0,2,-1,-1,-1,6,13,-1,-1,3,2,2,"NHR/(WT+M"
2,"QJR=/",0,3,-1,-1,-1,7,-1,-1,-1,1,0,0,"QJR=/~H"
1,"NWS[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!NWS[W"
1,"QR<[",0,1,1,0,7,0,0,3,2,3,2,-1,"!!QR<[W"
1,"XK/",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"XK/+J"
2,"QL/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"QL/JM"
2,"XDD[",0,1,0,0,7,0,0,2,3,3,0,-1,"XD(D[W"
2,"CRY[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!CRY["
1,">JB[",0,1,0,0,1,1,5,6,0,1,2,2,">JB[/+K="
1,"J<Z[",0,1,0,3,1,1,0,6,0,1,2,2,"]N](J&W<Z[/:a"
2,">LWN=/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,">LWN=/JM"
2,"MSK=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"MSK=/"
1,"C>WL/",0,2,-1,-1,-1,1,0,-1,-1,1,0,0,"C>WL/"
1,"BKR[",0,1,2,4,1,0,0,1,3,1,2,-1,"!J!BKR[:du"
1,"JCB[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!(JCB[W"
1,">HB[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!>HB["
2,"MWT[",0,1,1,1,1,0,2,3,2,1,2,-1,"!!M(WT&T[:d+NJ"
2,"ZRX/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"ZRX/+K="
2,"<DJ/",0,2,-1,-1,-1,1,4,-1,-1,1,2,2,"<DJ/+K"
1,"YDQ[",0,1,0,0,6,0,0,2,1,1,0,-1,"YDQ[TJ"
1,"JMJN/",0,2,-1,-1,-1,1,0,-1,-1,1,1,1,"JMJN/:c"
2,"MLBN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"ML(B&KN/"
1,"<LH[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!<L(H[W"
1,"QCJ/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"QCJ/"
2,"MBWQH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"MBWQ(H/H"
1,"QDC[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!QDC[:d"
2,"<RLH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,2,"<RL(H/WT:a"
2,"Y<R/",0,3,-1,-1,-1,7,-1,-1,-1,1,0,0,"Y<R/~H"
1,"JYB[",0,1,4,6,18,0,0,1,1,1,0,-1,"!>!](HT]JYB[H="
2,"KTNT/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"KTN(T/(WT:c"
1,"ZKR[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]ZKR["
1,"SGR[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]SGR["
2,"QLL[",0,1,8,4,1,0,0,1,3,1,1,-1,"!T=!QLL[:du"
2,"JD<[",0,1,1,0,1,1,0,5,0,0,0,2,"!!JD&W<[/:a"
1,"DBR/",0,2,-1,-1,-1,1,4,-1,-1,1,2,2,"DBR/+K"
2,"BD=/",0,2,-1,-1,-1,5,4,-1,-1,3,2,2,"BD=/J+K"
1,"J>R=/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"J>R=/"
1,">YBWN/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,">YBWN/"
2,"<WP[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!<(WP[W"
1,">HB=/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,">HB=/JM"
1,"<BWR/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"<BWR/+K="
3,"CWV[",0,1,2,1,7,0,0,1,3,3,2,-1,"!J!CWV&V[W:d"
1,"DRC[",0,1,0,0,3,0,0,2,2,1,2,-1,"DRC[T"
2,"QJY/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"QJY/:a"
2,"R>H[",0,1,4,2,1,0,7,1,1,1,0,-1,"!>!](H]R>(H[+HW"
1,"BRJH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"BRJ(H/H"
2,"RBH[",0,1,7,2,1,1,0,6,0,1,2,1,"!M!](H]RBH[/:c"
2,"NQP[",0,1,2,2,7,0,0,1,3,3,2,-1,"!J!](H](NQP[W"
1,">LWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,">LWN/"
1,"XSR[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!XSR[W"
2,"CPL[",0,1,0,0,5,0,0,2,2,1,1,-1,"CPL[T="
2,"HLL[",0,1,0,1,8,0,0,2,2,3,2,-1,"HLL[TM:d"
2,"HLK/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"HLK/"
1,">JB[",0,1,0,0,1,1,6,6,0,1,2,2,">JB[/+W"
1,"BRKH=/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"BRK(H=/H"
1,"<NJ=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"<NJ=/"
1,"MXCBH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"MXCB(H/WT:c"
2,"GLH[",0,1,2,2,1,0,8,1,3,1,2,-1,"!J!](H]GL(H[+H"
2,"BW>[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!BW>["
3,"SLKH/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"SLKH/"
1,"QWM[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]Q(WM["
1,"GD==/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"GD==/"
1,"<WLL/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"<(WLL/JM"
2,"XRJ===/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"XRJ===/"
3,"KXD[",0,1,0,2,6,0,6,2,1,1,0,-1,"]H]KXD[TJ+W"
1,"<MWD/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"<MWD/JM"
2,"QWM[",0,1,7,6,1,1,3,6,0,1,2,2,"!M!](HT]QWM&M[/+J"
1,"NKH[",0,1,1,2,1,6,6,4,0,0,0,2,"!!]H](NK(H[/(WT+W"
2,"XLY[",0,1,1,1,1,1,0,4,0,0,0,0,"!!XLY[/:d"
2,"MGDL=/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"MGDL=/"
1,"MLK[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]MLK["
3,"SBT>/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"SBT>/"
1,"PY</",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"PY</:a"
2,"XLL[",0,1,0,2,3,0,0,2,2,1,2,-1,"]H]XL(L[&WT"
1,"NVH[",0,1,0,2,6,0,0,2,1,1,0,-1,"]H](NV(H&J[TJ"
2,"MKLWT/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"MKL(W(T/WT"
2,"BGTN/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"BGTN/"
2,">XZ[",0,1,4,0,1,0,0,1,1,1,0,-1,"!>!(>XZ["
2,"XWL[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!X(WL[W"
2,"XRM=/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"XRM=/+W"
1,"DBR[",-1,1,3,1,1,0,0,1,2,1,2,-1,"!T!DBR[:d"
2,"XKM[",0,1,0,0,1,0,0,2,3,1,2,-1,"XKM["
2,"MDW/",0,2,-1,-1,-1,5,12,-1,-1,3,2,2,"MDW/J+HM"
2,"MRMH=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"MRMH=/"
1,"KWL[",0,1,0,1,1,0,13,2,3,1,2,-1,"K(WL&K&L[:d+M"
2,"XTK[",0,1,0,3,1,0,0,2,3,1,2,-1,"]N]XTK["
1,"YMX[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]YMX["
1,"GML[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!GML["
1,"TXNH/",0,2,-1,-1,-1,3,9,-1,-1,1,1,2,"TXN(H/T+NW"
1,"KLJL/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"KLJL/:a"
1,"QLL/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"QLL/"
2,"BXN[",0,1,4,0,1,0,4,1,1,1,0,-1,"!>!BXN[+K"
2,"<NG[",0,1,8,6,1,0,0,1,3,1,1,-1,"!T=!](HT]<NG["
1,"<QB[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!<QB["
1,"CLWM/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"CLWM/:c"
1,"PLTJ/",-2,13,-1,-1,-1,1,0,-1,-1,1,2,0,"PLTJ/"
1,"MRWM/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"MRWM/:c"
1,"CBR[",0,1,7,1,1,1,0,6,0,1,2,0,"!M!CBR[/:d"
2,"JHWDJ/",-2,13,-1,-1,-1,4,0,-1,-1,3,2,2,"JHWDJ/JM"
1,"C<CW<JM/",0,2,-1,-1,-1,5,3,-1,-1,3,2,2,"C<C(W<(J(M/J+(J"
1,"LJLH/",-4,2,-1,-1,-1,1,0,-1,-1,1,2,0,"LJLH/"
2,"MLK/",0,2,-1,-1,-1,15,0,-1,-1,3,2,2,"MLK/JN"
2,"KLH[",0,1,1,1,1,1,0,4,0,0,0,0,"!!KL(H&>[/:d"
1,"<LH[",0,1,3,0,7,0,0,1,2,3,2,-1,"!T!<L(H[W"
1,"FJX/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"FJX/"
1,"PR<[",0,1,1,0,1,0,7,3,2,1,2,-1,"!!PR<[+HW"
2,"<FH[",0,1,6,3,1,6,6,4,0,0,0,2,"!H!](N]<F(H[/WT+W"
1,"PLL[",0,1,8,6,1,0,0,1,3,1,1,-1,"!T=!](HT]PLL["
1,"GD<[",0,1,0,0,1,4,0,62,0,3,2,2,"GD&W<[/JM:p"
2,">CD/",0,2,-1,-1,-1,1,0,-1,-1,1,1,1,">CD/:c"
1,"BW>[",0,1,0,0,6,0,0,2,1,1,0,-1,"B(W>[TJ"
1,"MLWNH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"MLWN(H/H"
2,"MHR[",0,1,0,1,5,0,0,2,2,1,1,-1,"MHR[T=:d"
2,"YXR/",0,13,-1,-1,-1,6,0,-1,-1,3,1,0,"YXR/WT"
1,"STR[",0,1,0,2,3,0,0,2,2,1,2,-1,"]H]STR[T"
1,"<MD=/",0,2,-1,-1,-1,1,4,-1,-1,1,2,2,"<MD=/+K"
2,"CLMJ=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"CLMJ=/"
1,"<JRM/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"<(JR&WM/"
2,"K<S[",0,1,8,2,1,0,8,1,3,1,1,-1,"!T=!](H]K<S[~N+H"
2,"<QB==/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"<QB==/"
1,"LWL>",0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LWL(>&J"
1,"CS</",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"CS</"
1,"HJH[",-2,1,0,0,7,0,0,2,3,3,0,-1,"HJH[(W"
1,">PH/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,">PH/:a"
1,"JSP[",0,1,0,3,1,0,0,2,3,1,2,-1,"]N](J&WSP["
1,"R>H[",0,1,4,0,1,0,4,1,1,1,0,-1,"!>!R>(H[~(N+K"
1,">PRT/",0,3,-1,-1,-1,1,-1,-1,-1,1,1,0,">PRT/"
2,"NTC[",0,1,0,0,1,1,13,6,0,1,2,2,"NTC[/+M"
1,">WYR/",0,2,-1,-1,-1,6,0,-1,-1,3,2,2,">(WYR/WT:a"
2,"YPH=[",0,1,2,1,1,0,7,1,3,1,2,-1,"!J!YP(H=[:d+HW"
2,"<BDJ/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"<BDJ/"
2,"KPR==/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"KPR==/JM"
2,"QR>=[",0,1,8,0,15,0,0,1,3,3,1,-1,"!T=!QR>=[NH"
1,"KN<NJ/",-2,13,-1,-1,-1,4,0,-1,-1,3,2,2,"KN<N(J/JM"
1,"<RPL/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"<RPL/"
1,"<ZB[",0,1,0,0,1,0,6,2,3,1,2,-1,"<ZB[+W"
2,"YMT[",0,1,0,1,2,0,2,2,3,1,1,-1,"YMT[(H&T:d+NJ"
1,">XR/",-3,2,-1,-1,-1,5,8,-1,-1,3,2,2,">XR/J+H"
1,"<WP[",0,1,0,0,7,0,0,2,3,3,0,-1,"<(WP[W"
2,"JCB[",0,1,1,0,1,3,3,4,0,0,0,2,"!!(JCB[/T+J"
1,"YR/",0,13,-1,-1,-1,2,0,-1,-1,1,1,2,"YR/H"
2,"HGJWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"HGJWN/:a"
2,"SBL[",0,1,0,0,1,0,13,2,3,1,2,-1,"SBL[+M"
2,"CWB[",0,1,0,0,1,1,0,6,0,1,2,0,"C(WB[/"
1,"YDQH/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"YDQ(H/(WT(J+W"
1,"GRC[",0,1,0,0,1,1,0,6,0,1,2,0,"GRC[/"
2,"DBR=[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]DBR=["
2,"SPJX=/",0,2,-1,-1,-1,5,8,-1,-1,3,2,2,"SPJX=/J+H"
2,"CLP[",0,1,2,0,1,0,8,1,3,1,2,-1,"!J!CLP[+H"
